"Sector","Function","Transaction","Data","2015"
"S1314 Social security funds","G0104  Basic research","D4SK  Property expenditure, consolidated","Ratio to GDP, %",.
"S1314 Social security funds","G0104  Basic research","D4SK  Property expenditure, consolidated","Per capita, EUR",.
"S1314 Social security funds","G0104  Basic research","D5K Current taxes on income and wealth, etc., payable","Current prices",.
"S1314 Social security funds","G0104  Basic research","D5K Current taxes on income and wealth, etc., payable","Ratio to GDP, %",.
"S1314 Social security funds","G0104  Basic research","D5K Current taxes on income and wealth, etc., payable","Per capita, EUR",.
"S1314 Social security funds","G0104  Basic research","D62K Social benefits other than social transfers in kind, payable","Current prices",.
"S1314 Social security funds","G0104  Basic research","D62K Social benefits other than social transfers in kind, payable","Ratio to GDP, %",.
"S1314 Social security funds","G0104  Basic research","D62K Social benefits other than social transfers in kind, payable","Per capita, EUR",.
"S1314 Social security funds","G0104  Basic research","D632K Social transfers in kind - purchased market production","Current prices",.
"S1314 Social security funds","G0104  Basic research","D632K Social transfers in kind - purchased market production","Ratio to GDP, %",.
"S1314 Social security funds","G0104  Basic research","D632K Social transfers in kind - purchased market production","Per capita, EUR",.
"S1314 Social security funds","G0104  Basic research","D7K Other current transfers, payable","Current prices",.
"S1314 Social security funds","G0104  Basic research","D7K Other current transfers, payable","Ratio to GDP, %",.
"S1314 Social security funds","G0104  Basic research","D7K Other current transfers, payable","Per capita, EUR",.
"S1314 Social security funds","G0104  Basic research","D7SK Other current transfers, payable (consolidated)","Current prices",.
"S1314 Social security funds","G0104  Basic research","D7SK Other current transfers, payable (consolidated)","Ratio to GDP, %",.
"S1314 Social security funds","G0104  Basic research","D7SK Other current transfers, payable (consolidated)","Per capita, EUR",.
"S1314 Social security funds","G0104  Basic research","D9K Capital transfers, payable","Current prices",.
"S1314 Social security funds","G0104  Basic research","D9K Capital transfers, payable","Ratio to GDP, %",.
"S1314 Social security funds","G0104  Basic research","D9K Capital transfers, payable","Per capita, EUR",.
"S1314 Social security funds","G0104  Basic research","D9SK Capital transfers, payable (consolidated)","Current prices",.
"S1314 Social security funds","G0104  Basic research","D9SK Capital transfers, payable (consolidated)","Ratio to GDP, %",.
"S1314 Social security funds","G0104  Basic research","D9SK Capital transfers, payable (consolidated)","Per capita, EUR",.
"S1314 Social security funds","G0104  Basic research","P5K Gross capital formation","Current prices",.
"S1314 Social security funds","G0104  Basic research","P5K Gross capital formation","Ratio to GDP, %",.
"S1314 Social security funds","G0104  Basic research","P5K Gross capital formation","Per capita, EUR",.
"S1314 Social security funds","G0104  Basic research","P51K Gross fixed capital formation","Current prices",.
"S1314 Social security funds","G0104  Basic research","P51K Gross fixed capital formation","Ratio to GDP, %",.
"S1314 Social security funds","G0104  Basic research","P51K Gross fixed capital formation","Per capita, EUR",.
"S1314 Social security funds","G0104  Basic research","NPK Acquisitions less disposals of non-produced assets","Current prices",.
"S1314 Social security funds","G0104  Basic research","NPK Acquisitions less disposals of non-produced assets","Ratio to GDP, %",.
"S1314 Social security funds","G0104  Basic research","NPK Acquisitions less disposals of non-produced assets","Per capita, EUR",.
"S1314 Social security funds","G0104  Basic research","P3K Final consumption expenditure","Current prices",.
"S1314 Social security funds","G0104  Basic research","P3K Final consumption expenditure","Ratio to GDP, %",.
"S1314 Social security funds","G0104  Basic research","P3K Final consumption expenditure","Per capita, EUR",.
"S1314 Social security funds","G0104  Basic research","NETEXP Net expenditure","Current prices",.
"S1314 Social security funds","G0104  Basic research","NETEXP Net expenditure","Ratio to GDP, %",.
"S1314 Social security funds","G0104  Basic research","NETEXP Net expenditure","Per capita, EUR",.
"S1314 Social security funds","G0104  Basic research","NETEXPS Net expenditure, consolidated","Current prices",.
"S1314 Social security funds","G0104  Basic research","NETEXPS Net expenditure, consolidated","Ratio to GDP, %",.
"S1314 Social security funds","G0104  Basic research","NETEXPS Net expenditure, consolidated","Per capita, EUR",.
"S1314 Social security funds","G0104  Basic research","TOTEXP Total expenditure","Current prices",.
"S1314 Social security funds","G0104  Basic research","TOTEXP Total expenditure","Ratio to GDP, %",.
"S1314 Social security funds","G0104  Basic research","TOTEXP Total expenditure","Per capita, EUR",.
"S1314 Social security funds","G0104  Basic research","TOTEXPS Total expenditure, consolidated","Current prices",.
"S1314 Social security funds","G0104  Basic research","TOTEXPS Total expenditure, consolidated","Ratio to GDP, %",.
"S1314 Social security funds","G0104  Basic research","TOTEXPS Total expenditure, consolidated","Per capita, EUR",.
"S1314 Social security funds","G0105  R&D general public services","D1K Compensation of employees","Current prices",.
"S1314 Social security funds","G0105  R&D general public services","D1K Compensation of employees","Ratio to GDP, %",.
"S1314 Social security funds","G0105  R&D general public services","D1K Compensation of employees","Per capita, EUR",.
"S1314 Social security funds","G0105  R&D general public services","D11K Wages and salaries","Current prices",.
"S1314 Social security funds","G0105  R&D general public services","D11K Wages and salaries","Ratio to GDP, %",.
"S1314 Social security funds","G0105  R&D general public services","D11K Wages and salaries","Per capita, EUR",.
"S1314 Social security funds","G0105  R&D general public services","D12K Employers' social contributions","Current prices",.
"S1314 Social security funds","G0105  R&D general public services","D12K Employers' social contributions","Ratio to GDP, %",.
"S1314 Social security funds","G0105  R&D general public services","D12K Employers' social contributions","Per capita, EUR",.
"S1314 Social security funds","G0105  R&D general public services","P2K Intermediate consumption","Current prices",.
"S1314 Social security funds","G0105  R&D general public services","P2K Intermediate consumption","Ratio to GDP, %",.
"S1314 Social security funds","G0105  R&D general public services","P2K Intermediate consumption","Per capita, EUR",.
"S1314 Social security funds","G0105  R&D general public services","D29K Other taxes on production","Current prices",.
"S1314 Social security funds","G0105  R&D general public services","D29K Other taxes on production","Ratio to GDP, %",.
"S1314 Social security funds","G0105  R&D general public services","D29K Other taxes on production","Per capita, EUR",.
"S1314 Social security funds","G0105  R&D general public services","D3K Subsidies","Current prices",.
"S1314 Social security funds","G0105  R&D general public services","D3K Subsidies","Ratio to GDP, %",.
"S1314 Social security funds","G0105  R&D general public services","D3K Subsidies","Per capita, EUR",.
"S1314 Social security funds","G0105  R&D general public services","D4K Property expenditure","Current prices",.
"S1314 Social security funds","G0105  R&D general public services","D4K Property expenditure","Ratio to GDP, %",.
"S1314 Social security funds","G0105  R&D general public services","D4K Property expenditure","Per capita, EUR",.
"S1314 Social security funds","G0105  R&D general public services","D4SK  Property expenditure, consolidated","Current prices",.
"S1314 Social security funds","G0105  R&D general public services","D4SK  Property expenditure, consolidated","Ratio to GDP, %",.
"S1314 Social security funds","G0105  R&D general public services","D4SK  Property expenditure, consolidated","Per capita, EUR",.
"S1314 Social security funds","G0105  R&D general public services","D5K Current taxes on income and wealth, etc., payable","Current prices",.
